,date,open,high,low,close,volume,tic,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,change,log_volume,daily_variance
0,2021-04-13 18:00:00,1.19263,1.19386,1.19236,1.19385,3522.0,EURUSD,0.0007974485062824943,1.194698807486098,1.186709146434023,59.76282074223377,191.0784374806315,10.95664126619468,1.190841132612835,1.190124892837451,0.0010219039242785936,8.343967667993983,0.0012564392511620677
