,date,actions,transactions
10,2021-01-25 08:00:00,"[  69.7446508  -174.115       121.42224975  190.0274085   137.18996729
  -91.54         63.835        72.135      -126.92         88.5049789
  -98.19         68.485       107.295       -75.72542054  157.385
  -80.85340778  107.795       -88.775       121.8        -177.285     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
11,2021-01-25 09:00:00,"[  69.74498337 -173.99        121.34590246  190.0015326   137.01
  -91.585        63.855        72.09       -127.           88.575
  -98.22         68.485       107.25        -76.68832661  157.44
   -5.78357627  107.825       -88.855       121.73       -177.185     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
12,2021-01-25 10:00:00,"[  69.77997504 -173.85        121.29767467  189.7448849   136.745
  -91.6          63.92         72.055      -127.14         88.72
  -98.175        68.525       107.175       -74.33115263  157.285
  -26.11174082  107.775       -88.835       121.475      -177.06      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
13,2021-01-25 11:00:00,"[  69.795      -173.935       121.41230787  189.71991816  136.96
  -91.59         63.95         72.125      -127.01         88.6449683
  -98.235        68.555       107.215       -77.17463001  157.195
   58.18351786  107.77        -88.76        121.56997102 -177.075     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
14,2021-01-25 12:00:00,"[  69.75998337 -173.945       121.34739611  189.6972456   136.91
  -91.625        63.915        72.125      -127.05         88.63997887
  -98.21         68.515       107.175       -77.12529513  157.28
   53.78017586  107.75        -88.795       121.56998551 -177.13      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
15,2021-01-25 13:00:00,"[  69.69998338 -174.11        121.32421899  189.48308977  136.845
  -91.69         63.91         72.07       -127.21         88.66493658
  -98.26         68.49        107.145       -77.15897586  157.34
   67.2397266   107.755       -88.815       121.52998551 -177.145     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
16,2021-01-25 14:00:00,"[  69.74998337 -174.01        121.38753996  189.6392167   136.825
  -91.665        63.94         72.09       -127.19         88.7199577
  -98.285        68.56        107.215       -77.20698638  157.195
   77.31918224  107.755       -88.765       121.47497104 -177.025     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
17,2021-01-25 15:00:00,"[  69.77499168 -173.99        121.3995369   189.3574577   136.58
  -91.665        63.96         71.96       -127.385        88.88989403
  -98.225        68.55        107.16        -77.01790766  157.19
   62.59185162  107.745       -88.75        121.2099711  -177.12      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
18,2021-01-25 16:00:00,"[  69.70896124 -174.22        121.47995656  186.14728172  136.69986963
  -91.62         63.87         71.85       -127.46         88.86360165
  -98.2          68.465       107.185       -76.86740562  157.425
  -10.33069552  107.775       -88.73        121.27991325 -177.425     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
19,2021-01-25 17:00:00,"[  69.69708358 -174.22        121.40973948  189.28180772  136.65991854
  -91.65         63.875        71.9        -127.485        88.83993646
  -98.175        68.42        107.105       -75.39324947  157.58
  -53.0453275   107.83        -88.82        121.36997106 -177.435     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
20,2021-01-25 18:00:00,"[  69.69208379 -174.145       121.3997395   189.24206105  136.70493481
  -91.65         63.89         71.945      -127.415        88.80493648
  -98.185        68.445       107.13        -75.44202344  157.565
  -53.06425327  107.85        -88.84        121.445      -177.365     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
21,2021-01-25 19:00:00,"[  69.70421891 -174.18        121.39790645  189.9415387   136.7399837
  -91.66         63.905        71.96       -127.375        88.795
  -98.24         68.48        107.17        -33.40050939  157.455
 -102.1247699   107.815       -88.8         121.445      -177.305     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
22,2021-01-25 20:00:00,"[  69.6190799  -174.22        121.34647028  189.9975468   136.63491856
  -91.64         63.835        71.865      -127.515        88.81
  -98.205        68.41        107.18         -4.10417174  157.595
 -112.44734067  107.805       -88.835       121.39       -177.38      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
23,2021-01-25 21:00:00,"[  69.68478277 -174.19        121.38199019  189.82322482  136.7049837
  -91.705        63.9          71.96       -127.425        88.8
  -98.27         68.48        107.17        -55.62838022  157.46
  -90.40681418  107.815       -88.82        121.41       -177.25      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
24,2021-01-25 22:00:00,"[  69.69975073 -174.2         121.51571205  189.87790561  136.7449674
  -91.7          63.915        71.975      -127.38         88.85
  -98.235        68.52        107.095       -72.42486504  157.47
  -58.33212634  107.85        -88.77        121.39       -177.395     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
25,2021-01-25 23:00:00,"[  69.70467593 -174.165       121.47478664  189.90660029  136.75
  -91.665        63.915        71.97       -127.4          88.79
  -98.26         68.515       107.18        -70.19375958  157.425
  -65.8950447   107.84        -88.81        121.43       -177.265     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
26,2021-01-26 00:00:00,"[  69.74450114 -174.17        121.47997795  189.8465313   136.7649837
  -91.695        63.945        72.005      -127.35         88.82
  -98.265        68.54        107.15        -57.24402956  157.4
  -87.31064833  107.87        -88.795       121.435      -177.26      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
27,2021-01-26 01:00:00,"[  69.71375823 -174.19        121.42394333  189.85117469  136.66493483
  -91.64         63.885        71.89       -127.475        88.86998941
  -98.205        68.435       107.15        -66.02339172  157.515
  -81.58003243  107.85        -88.8         121.34       -177.385     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
28,2021-01-26 02:00:00,"[  69.64759633 -174.18994809  121.38994015  190.03580241  136.7549674
  -91.68         63.88         71.955      -127.38         88.78
  -98.31         68.495       107.215        43.61507673  157.435
 -119.67998026  107.83        -88.82        121.46       -177.26      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
29,2021-01-26 03:00:00,"[  69.71354625 -174.22997923  121.45306868  189.95570369  136.7199674
  -91.69         63.925        71.965      -127.415        88.83
  -98.24         68.475       107.12          7.860152    157.525
 -111.19899553  107.855       -88.81        121.43       -177.365     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
30,2021-01-26 04:00:00,"[  69.3755424  -174.22497923  121.37764145  189.80589189  136.63477197
  -91.69         63.875        71.91       -127.505        88.83
  -98.2          68.415       107.1          24.98760061  157.64
 -120.61498819  107.845       -88.84        121.405      -177.425     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
31,2021-01-26 05:00:00,"[  69.33075935 -174.26495845  121.31264271  189.8508865   136.49478847
  -91.69         63.82         71.815      -127.67         88.88
  -98.16         68.335       107.06         24.94706239  157.78
 -120.6800699   107.815       -88.87        121.305      -177.56      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
32,2021-01-26 06:00:00,"[  69.33574724 -174.27997922  121.34764203  189.90580187  136.53977212
  -91.675        63.825        71.83       -127.62         88.865
  -98.15         68.35        107.065        24.95255312  157.77
 -120.66890749  107.81        -88.85        121.315      -177.57      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
33,2021-01-26 07:00:00,"[  69.136105   -174.22997923  121.24414724  189.57849225  136.39470733
  -91.66         63.79         71.765      -127.73         88.895
  -98.12         68.28        107.035        21.42914182  157.88
 -116.37966734  107.81        -88.915       121.285      -177.56      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
34,2021-01-26 08:00:00,"[  69.57899208 -173.955       121.06989897  187.30821402  136.12480527
  -91.63         63.78         71.695      -127.8          88.94991517
  -98.045        68.23        106.995       -72.6043098   157.855
  -34.59691947  107.735       -88.98        121.10997113 -177.43      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
35,2021-01-26 09:00:00,"[  69.68122027 -173.9         121.20463878  188.80766144  136.38996748
  -91.715        63.915        71.935      -127.49         88.84997882
  -98.105        68.37        106.95        -73.72896535  157.775
  -17.59986063  107.87        -88.995       121.38497106 -177.285     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
36,2021-01-26 10:00:00,"[  69.7489357  -174.115       121.44274153  189.60200712  136.57996744
  -91.77         64.015        71.985      -127.49         88.925
  -98.105        68.435       106.9         -69.31806323  157.605
  -51.24617373  107.855       -88.805       121.29       -177.485     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
37,2021-01-26 11:00:00,"[  69.73974228 -174.075       121.44942088  189.01285098  136.53998372
  -91.84         64.05         72.005      -127.49         88.94495759
  -98.17         68.475       106.925       -75.97656527  157.515
  -23.57576595  107.86        -88.82        121.26497109 -177.335     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
38,2021-01-26 12:00:00,"[  69.80490014 -174.085       121.50302204  189.47000692  136.745
  -91.86         64.13         72.16       -127.305        88.865
  -98.175        68.535       106.865       -71.5372357   157.415
  -60.14582019  107.86        -88.765       121.38       -177.315     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
39,2021-01-26 13:00:00,"[  69.83998335 -174.19        121.66077945  189.29616786  136.96
  -91.93         64.22         72.3        -127.185        88.83995764
  -98.31         68.675       106.935       -76.77536474  157.105
  -23.00821145  107.89        -88.695       121.47       -177.17      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
40,2021-01-26 14:00:00,"[  69.8647668  -174.215       121.70581545  189.28713284  137.06998366
  -92.           64.27         72.385      -127.09         88.785
  -98.33         68.695       106.87        -72.97674049  157.12
  -89.89239809  107.94        -88.685       121.585      -177.175     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
41,2021-01-26 15:00:00,"[  69.83477523 -174.405       121.79080904  189.49200875  137.23
  -92.005        64.25         72.41       -127.09         88.75
  -98.395        68.715       106.95        -73.04863571  157.025
  -89.87533877  107.895       -88.59        121.575      -177.25      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
42,2021-01-26 16:00:00,"[  69.84478352 -174.61        121.93078393  189.71196929  137.41998362
  -91.99         64.25         72.41       -127.04         88.725
  -98.42         68.73        106.98        -73.06730305  157.09
  -89.9387969   107.965       -88.54        121.68       -177.395     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
43,2021-01-26 17:00:00,"[  69.87919196 -174.47        121.90918671  189.81721689  137.27496727
  -91.875        64.21         72.3        -127.09         88.81
  -98.34         68.705       107.005       -64.97012873  157.005
 -105.44124548  107.88        -88.48        121.46       -177.43      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
44,2021-01-26 18:00:00,"[  69.87975842 -174.385       121.81582167  189.74191249  137.32498363
  -91.85         64.195        72.345      -126.985        88.71497885
  -98.325        68.705       107.045       -73.05329217  156.975
  -89.81843796  107.86        -88.54        121.58       -177.305     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
45,2021-01-26 19:00:00,"[  69.8647668  -174.34        121.78582393  189.6070097   137.325
  -91.92         64.215        72.405      -126.955        88.68997885
  -98.355        68.7         106.985       -73.07222728  157.02
  -89.84312788  107.875       -88.575       121.64       -177.285     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
46,2021-01-26 20:00:00,"[  69.8347669  -174.33        121.74082732  189.58697217  137.31498363
  -91.915        64.2          72.39       -126.955        88.655
  -98.355        68.68        107.01        -73.08187725  157.04
  -89.84909315  107.86        -88.58        121.645      -177.26      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
47,2021-01-26 21:00:00,"[  69.8249667  -174.36        121.77354833  189.4924713   137.4
  -91.94         64.18         72.425      -126.925        88.62493661
  -98.37         68.69        107.          -77.2353892   157.005
  -16.8264861   107.835       -88.56        121.675      -177.305     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
48,2021-01-26 22:00:00,"[  69.86498334 -174.36        121.80629717  189.66354856  137.355
  -91.9          64.205        72.37       -126.95         88.67997886
  -98.335        68.71        107.035       -77.05693049  156.96
  -13.29785895  107.84        -88.53        121.59       -177.315     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
49,2021-01-26 23:00:00,"[  69.8747751  -174.34        121.73745774  189.7718329   137.355
  -91.84         64.195        72.37       -126.91         88.71
  -98.31         68.715       107.035       -34.41271714  156.985
 -110.83809309  107.87        -88.54        121.61       -177.31      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
50,2021-01-27 00:00:00,"[  69.86977511 -174.41496881  121.77745641  189.84182989  137.40996724
  -91.87         64.18         72.37       -126.93         88.69
  -98.39         68.76        107.115       -34.44773397  156.89
 -110.84765727  107.875       -88.515       121.645      -177.235     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
51,2021-01-27 01:00:00,"[  69.84476687 -174.4799688   121.767464    189.84182989  137.415
  -91.9          64.185        72.39       -126.97         88.68
  -98.45         68.76        107.125       -34.45805135  156.865
 -110.87569499  107.865       -88.5         121.62       -177.22      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
52,2021-01-27 02:00:00,"[  69.7849584  -174.51        121.76660323  189.89204295  137.32996726
  -91.86         64.105        72.3        -127.06         88.68997885
  -98.4          68.67        107.1         -76.77636108  157.035
  -22.65721066  107.825       -88.55        121.6        -177.35      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
53,2021-01-27 03:00:00,"[  69.72883626 -174.655       121.77443385  189.74377633  137.33995088
  -91.925        64.1          72.28       -127.175        88.66994715
  -98.37         68.59        107.005       -76.72341011  157.2
  -31.63757987  107.815       -88.54        121.5999855  -177.54      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
54,2021-01-27 04:00:00,"[  69.73380292 -174.62        121.76973871  189.40706231  137.29991816
  -91.96         64.125        72.315      -127.16         88.68987313
  -98.385        68.625       107.02        -77.04616074  157.11
  -18.56517561  107.815       -88.555       121.56997102 -177.44      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
55,2021-01-27 05:00:00,"[  69.7125899  -174.685       121.75494194  189.01297733  137.30475448
  -91.94         64.095        72.275      -127.215        88.68942908
  -98.405        68.615       107.04        -76.98565849  157.15
  -23.27546914  107.825       -88.54        121.56497102 -177.5       ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
56,2021-01-27 06:00:00,"[  69.71953457 -174.715       121.80968054  189.60574822  137.42490171
  -91.945        64.09         72.32       -127.14         88.63978867
  -98.455        68.645       107.08        -77.18978607  157.055
   -2.15640897  107.81        -88.5         121.6299855  -177.465     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
57,2021-01-27 07:00:00,"[  69.73452738 -174.71        121.82982572  189.3345471   137.42954128
  -91.87         64.085        72.285      -127.125        88.65991545
  -98.375        68.615       107.085       -71.91707157  157.16
  -85.72252877  107.82        -88.51        121.614971   -177.545     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
58,2021-01-27 08:00:00,"[  69.56042143 -174.875       121.9396802   189.92578005  137.52934421
  -91.91         64.085        72.275      -127.15         88.655
  -98.45         68.625       107.085       -37.00214946  157.045
 -114.39175781  107.765       -88.39        121.55       -177.68      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
59,2021-01-27 09:00:00,"[  69.69350245 -174.865       121.88460769  190.01309725  137.3599345
  -91.905        64.065        72.185      -127.31         88.73498942
  -98.35         68.54        107.          -74.27775763  157.245
  -52.59951462  107.795       -88.44        121.475      -177.8       ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
60,2021-01-27 10:00:00,"[  69.65370451 -174.805       122.03498545  184.62826265  137.33839552
  -91.92         64.17         72.235      -127.275        88.83944929
  -98.32         68.645       106.95        -76.12094986  156.905
  -64.23613782  107.695       -88.255       121.2199711  -177.765     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
61,2021-01-27 11:00:00,"[  69.78245312 -174.775       121.97997092  186.09615933  137.4144758
  -92.02         64.22         72.34       -127.19         88.75252418
  -98.305        68.61        106.84        -77.20393035  156.955
  -13.37110778  107.665       -88.285       121.30992769 -177.77      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
62,2021-01-27 12:00:00,"[  69.73269798 -174.7         121.80997096  188.21611382  137.10964041
  -91.88         64.08         72.12       -127.405        88.84985172
  -98.2          68.495       106.885       -76.21356523  157.17
  -37.78026683  107.655       -88.36        121.16498556 -177.86      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
63,2021-01-27 13:00:00,"[  69.63904894 -174.755       121.79497096  187.95299421  137.02964062
  -91.81         63.99         71.99       -127.53         88.89987283
  -98.145        68.39        106.875       -75.56263372  157.36
  -43.97697011  107.625       -88.355       121.07998557 -178.1       ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
64,2021-01-27 14:00:00,"[  69.55092607 -174.855       121.71478236  189.4296869   136.9647061
  -91.705        63.84         71.85       -127.65         88.865
  -98.14         68.32        107.015       -60.37756326  157.54
  -84.58842673  107.63        -88.435       121.11       -178.15      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
65,2021-01-27 15:00:00,"[  69.57938812 -175.01        121.85482569  189.63205479  136.77470651
  -91.62         63.82         71.63       -127.91         89.09497876
  -98.02         68.27        106.98        -65.04545349  157.44
  -79.19817479  107.515       -88.235       120.67998561 -178.49      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
66,2021-01-27 16:00:00,"[  69.63259632 -175.07        121.88988376  190.09980989  137.03480397
  -91.74         63.89         71.835      -127.72         88.94995759
  -98.18         68.375       107.015       -74.8836071   157.295
  -44.00513735  107.55        -88.235       120.90497117 -178.27      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
67,2021-01-27 17:00:00,"[  69.46106789 -174.97        121.6947969   189.50478106  136.8747063
  -91.75         63.82         71.77       -127.83         88.9049788
  -98.175        68.28        106.985       -60.3018243   157.565
  -84.64105415  107.575       -88.41        121.00498558 -178.235     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
68,2021-01-27 18:00:00,"[  69.55095927 -174.935       121.77978224  189.37079324  137.12473845
  -91.795        63.895        71.95       -127.54         88.79998941
  -98.215        68.375       107.02        -60.45486716  157.41
  -84.60766332  107.615       -88.385       121.2        -178.125     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
69,2021-01-27 19:00:00,"[  69.5010362  -175.045       121.82478216  189.56957496  137.22472191
  -91.78         63.865        71.92       -127.6          88.78998942
  -98.165        68.295       106.955       -60.39526969  157.545
  -84.62680817  107.6         -88.35        121.21498555 -178.375     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
70,2021-01-27 20:00:00,"[  69.41116137 -175.075       121.71476785  189.79333544  136.86970631
  -91.71         63.735        71.665      -127.93         88.9249894
  -98.055        68.15        106.925       -60.17386593  157.885
  -84.70475454  107.605       -88.42        121.00997115 -178.595     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
71,2021-01-27 21:00:00,"[  68.95804027 -175.185       121.59915924  190.6411866   136.79470647
  -91.67         63.625        71.61       -128.04         88.89
  -98.07         68.075       106.97         21.3457851   158.015
 -116.41956664  107.58        -88.465       121.05       -178.625     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
72,2021-01-27 22:00:00,"[  69.20874402 -175.23997911  121.6977658   191.06094777  136.87985314
  -91.655        63.635        71.59       -128.02         88.855
  -98.09         68.135       107.04         35.97459272  158.055
 -114.32574185  107.625       -88.475       121.115      -178.625     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
73,2021-01-27 23:00:00,"[  69.25360668 -175.21497911  121.66276645  191.04596182  136.91483678
  -91.63         63.625        71.595      -127.97         88.86
  -98.045        68.075       106.985        35.969642    158.07
 -114.22013775  107.585       -88.45        121.09       -178.73      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
