,date,actions,transactions
350,2021-02-12 08:00:00,"[  69.964331   -175.59998953  122.85180729  191.2655548   137.92496712
  -91.77         64.205        72.08       -127.29         89.07
  -98.54         68.93        107.375       -40.95457523  156.545
  -71.98902336  107.92        -87.835       121.14       -178.21      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
351,2021-02-12 09:00:00,"[  69.99345018 -175.61        122.93332933  191.54180109  137.79496715
  -91.6          64.115        71.87       -127.45         89.22
  -98.45         68.92        107.48        -51.37008486  156.68
  -75.67382371  107.98        -87.835       121.03       -178.395     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
352,2021-02-12 10:00:00,"[  69.96753491 -175.74996857  123.04417406  191.78988401  137.88990137
  -91.61         64.135        71.88       -127.455        89.235
  -98.465        68.935       107.485        43.44768578  156.73
 -125.52277817  108.055       -87.815       121.085      -178.475     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
353,2021-02-12 11:00:00,"[  69.83283594 -175.65994765  123.076343    191.48605366  137.90970408
  -91.67         64.235        71.985      -127.375        89.245
  -98.46         69.          107.405        65.11502886  156.62
 -135.64388935  108.075       -87.805       121.08       -178.37      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
354,2021-02-12 12:00:00,"[  69.60117145 -175.59486394  123.00238718  191.59014013  137.82463854
  -91.605        64.19         71.9        -127.41         89.275
  -98.43         68.965       107.455        73.85891816  156.7
 -141.84468726  108.07        -87.845       121.065      -178.39      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
355,2021-02-12 13:00:00,"[  69.82634667 -175.63495813  123.14465625  191.73525015  138.04458859
  -91.56         64.17         71.935      -127.27         89.215
  -98.39         68.99        107.49         61.32143496  156.635
 -135.9424497   108.045       -87.745       121.125      -178.525     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
356,2021-02-12 14:00:00,"[  69.79690467 -175.89996855  123.3210306   191.94253856  137.99447359
  -91.575        64.185        71.825      -127.5          89.36
  -98.475        69.01        107.535        60.34716342  156.495
 -139.1222631   108.02        -87.59        120.875      -178.69      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
357,2021-02-12 15:00:00,"[  68.93729911 -176.00997902  123.46701209  192.08301562  138.20409386
  -91.55         64.22         71.88       -127.35         89.34
  -98.45         69.04        107.54         67.39638183  156.445
 -144.35998297  108.04        -87.495       120.94       -178.85      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
358,2021-02-12 16:00:00,"[  70.1415091  -175.93995805  123.39630311  191.95035423  138.48495047
  -91.66         64.34         72.14       -127.06         89.16
  -98.48         69.09        107.42         68.25481296  156.395
 -141.19695234  108.07        -87.52        121.195      -178.705     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
359,2021-02-12 17:00:00,"[  70.18921347 -175.87995807  123.20495929  191.71956041  138.54
  -91.74         64.39         72.26       -126.955        89.12
  -98.53         69.16        107.435        32.49342731  156.22
 -127.51219218  108.055       -87.52        121.26       -178.515     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
360,2021-02-12 18:00:00,"[  70.25437157 -175.83495808  123.52329409  191.85337481  138.59495043
  -91.64         64.385        72.225      -126.895        89.15
  -98.445        69.17        107.42         29.16480857  156.235
 -133.02814406  108.07        -87.485       121.245      -178.615     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
361,2021-02-12 19:00:00,"[  70.22931349 -175.94497903  123.28023562  191.94512609  138.605
  -91.67         64.38         72.21       -126.965        89.16
  -98.525        69.195       107.455        32.85474395  156.225
 -126.9150349   108.09        -87.455       121.22       -178.63      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
362,2021-02-12 20:00:00,"[  70.22931349 -175.88997903  123.27025988  191.86510525  138.5
  -91.67         64.39         72.18       -127.01         89.22
  -98.52         69.18        107.44         32.83428509  156.245
 -126.91527337  108.095       -87.485       121.155      -178.575     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
363,2021-02-12 21:00:00,"[  70.20431373 -175.96497902  123.23538896  191.86510525  138.52
  -91.685        64.385        72.19       -127.           89.185
  -98.51         69.175       107.445        32.84306747  156.255
 -126.94006227  108.075       -87.495       121.19       -178.57      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
364,2021-02-14 21:00:00,"[  70.2290707  -175.86494759  123.32415939  191.73373713  138.52996697
  -91.64         64.32         72.15       -126.94         89.15
  -98.505        69.195       107.48         32.00037193  156.205
 -128.17210284  108.05        -87.49        121.205      -178.54      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
365,2021-02-14 22:00:00,"[  70.31938806 -175.67        123.49475418  192.15833723  138.51998349
  -91.405        64.27         72.075      -126.82         89.18
  -98.505        69.27        107.77        -17.98044068  156.11
 -111.65145805  108.135       -87.535       121.24       -178.335     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
366,2021-02-14 23:00:00,"[  70.24719456 -175.815       123.45107886  192.20547226  138.56996696
  -91.47         64.26         72.09       -126.88         89.13
  -98.46         69.17        107.64         31.59528637  156.23
 -132.50761535  108.07        -87.49        121.24       -178.57      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
367,2021-02-15 00:00:00,"[  70.28244452 -176.          123.63325463  192.15098039  138.69
  -91.595        64.385        72.185      -126.885        89.195
  -98.505        69.24        107.55         29.24523256  156.135
 -131.8002835   108.11        -87.39        121.205      -178.655     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
368,2021-02-15 01:00:00,"[  70.30989942 -176.05498951  123.62800237  192.13411345  138.75
  -91.62         64.425        72.22       -126.88         89.2
  -98.505        69.24        107.5         -47.72053537  156.135
  -99.21296026  108.125       -87.36        121.21       -178.74      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
369,2021-02-15 02:00:00,"[  70.32461436 -176.1         123.77918258  192.1716026   138.89496688
  -91.605        64.425        72.25       -126.78         89.145
  -98.48         69.26        107.515       -54.11394994  156.11
 -106.45537329  108.1         -87.305       121.28       -178.805     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
370,2021-02-15 03:00:00,"[  70.30918698 -176.145       123.82413496  192.09669759  138.98498343
  -91.665        64.45         72.33       -126.735        89.1
  -98.515        69.265       107.48        -65.33781932  156.075
 -105.06187379  108.105       -87.295       121.32       -178.795     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
371,2021-02-15 04:00:00,"[  70.34417819 -176.05        123.81889921  191.91649579  138.98998343
  -91.71         64.515        72.41       -126.675        89.095
  -98.6          69.36        107.505       -64.85601254  155.89
 -105.31998038  108.11        -87.305       121.345      -178.55      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
372,2021-02-15 05:00:00,"[  70.33473169 -176.05        123.80427339  191.79659929  138.95498344
  -91.735        64.52         72.42       -126.69         89.09997876
  -98.57         69.33        107.435       -74.80932115  155.935
  -86.01014181  108.105       -87.315       121.325      -178.595     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
373,2021-02-15 06:00:00,"[  70.32977363 -176.065       123.81078945  191.79130612  139.005
  -91.76         64.535        72.45       -126.65         89.07
  -98.605        69.36        107.46        -73.46365772  155.885
  -89.48267377  108.13        -87.32        121.39       -178.53      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
374,2021-02-15 07:00:00,"[  70.34986582 -176.02        123.81445594  191.8677911   138.9
  -91.715        64.53         72.37       -126.715        89.155
  -98.59         69.37        107.51        -72.08826346  155.955
  -88.60750541  108.18        -87.365       121.35       -178.52      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
375,2021-02-15 08:00:00,"[  70.32418681 -176.215       123.91414184  192.03669133  139.02498343
  -91.76         64.515        72.39       -126.76         89.14
  -98.585        69.32        107.44        -65.36838866  156.005
 -105.07619944  108.145       -87.275       121.32       -178.76      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
376,2021-02-15 09:00:00,"[  70.36963928 -176.025       123.86722391  191.69644206  139.00498343
  -91.755        64.565        72.445      -126.63         89.10998938
  -98.555        69.345       107.405       -76.1704707   156.015
  -80.47289638  108.185       -87.33        121.405      -178.62      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
377,2021-02-15 10:00:00,"[  70.31391031 -176.025       123.77907039  191.62535731  138.97993373
  -91.67         64.455        72.365      -126.665        89.06993629
  -98.475        69.245       107.44        -76.16035575  156.07
  -86.65512466  108.07        -87.31        121.34       -178.755     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
378,2021-02-15 11:00:00,"[  70.34623452 -176.04        123.85362689  191.84603496  139.05986738
  -91.625        64.47         72.37       -126.61         89.07998938
  -98.445        69.28        107.45        -67.59421944  156.035
 -102.04034776  108.09        -87.26        121.34       -178.82      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
379,2021-02-15 12:00:00,"[  70.32940245 -176.035       123.82358294  192.15971081  139.06975132
  -91.485        64.36         72.285      -126.58         89.04498939
  -98.435        69.26        107.595       -57.5433621   156.03
 -109.71334947  108.03        -87.25        121.33       -178.82      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
380,2021-02-15 13:00:00,"[  70.38608234 -175.995       123.88920248  191.9970739   139.11940296
  -91.44         64.375        72.28       -126.505        89.05995753
  -98.385        69.27        107.605       -58.91204442  155.965
 -112.50269861  108.045       -87.21        121.305      -178.865     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
381,2021-02-15 14:00:00,"[  70.38776947 -175.81        123.80491145  190.73031247  138.96778009
  -91.335        64.325        72.18       -126.52         89.08925658
  -98.32         69.22        107.635       -74.59448717  156.075
  -74.20608652  108.03        -87.26        121.26998554 -178.86      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
382,2021-02-15 15:00:00,"[  70.1219875  -175.805       123.80998524  189.86702185  139.01257553
  -91.33         64.335        72.24       -126.47         89.05942669
  -98.28         69.215       107.575       -65.96617839  156.005
 -102.23292585  107.98        -87.22        121.24       -178.895     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
383,2021-02-15 16:00:00,"[  70.33937956 -175.875       123.80986717  191.32016856  139.1278107
  -91.43         64.355        72.31       -126.44         88.98977722
  -98.385        69.27        107.645       -69.50936246  155.855
  -89.19981448  107.97        -87.2         121.31       -178.745     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
384,2021-02-15 17:00:00,"[  70.44397548 -175.85        123.86893682  192.02630203  139.18486726
  -91.425        64.4          72.37       -126.335        88.99495756
  -98.39         69.315       107.63        -74.21854519  155.845
  -59.54449638  108.01        -87.19        121.37       -178.705     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
385,2021-02-15 18:00:00,"[  70.44932814 -175.735       123.85639728  192.21095719  139.13995024
  -91.38         64.415        72.33       -126.36         89.02998939
  -98.4          69.33        107.625       -68.39906648  155.77
  -70.1655863   108.          -87.21        121.315      -178.615     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
386,2021-02-15 19:00:00,"[  70.45405093 -175.71        123.78704862  191.91252607  139.02996685
  -91.45         64.425        72.385      -126.35         89.02998939
  -98.36         69.295       107.545       -67.82680142  155.86
  -68.45826632  108.01        -87.255       121.31       -178.605     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
387,2021-02-15 20:00:00,"[  70.43183241 -175.765       123.81785973  192.1069778   139.07480105
  -91.375        64.385        72.315      -126.38         89.02998939
  -98.34         69.295       107.61        -28.12908715  155.855
 -104.353741    107.99        -87.22        121.31       -178.69      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
388,2021-02-15 21:00:00,"[  70.384537   -175.765       123.78961632  191.77042802  139.04925408
  -91.34         64.355        72.28       -126.4          89.02995755
  -98.35         69.265       107.65        -56.62218357  155.925
  -95.39334343  107.99        -87.24        121.31       -178.73      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
389,2021-02-15 22:00:00,"[  70.38248954 -175.76        123.80488193  190.94927172  139.03812704
  -91.34         64.34         72.27       -126.37         89.03976648
  -98.315        69.26        107.635       -69.17399838  155.89
  -87.06712957  107.995       -87.24        121.27997108 -178.69      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
390,2021-02-15 23:00:00,"[  70.33755583 -175.82        123.82988191  190.97900274  139.0931263
  -91.39         64.355        72.29       -126.4          89.0297559
  -98.35         69.275       107.635       -69.1885922   155.88
  -87.09204448  107.985       -87.2         121.29       -178.765     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
391,2021-02-16 00:00:00,"[  70.41638064 -175.785       123.82417338  192.01739369  139.14456873
  -91.39         64.365        72.33       -126.36         88.98997878
  -98.375        69.28        107.645       -46.56905758  155.835
  -99.46649769  107.965       -87.195       121.325      -178.71      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
392,2021-02-16 01:00:00,"[  70.4059795  -175.875       123.8497933   191.48641637  139.249585
  -91.4          64.36         72.37       -126.28         88.93475616
  -98.345        69.24        107.595       -76.58775569  155.875
  -46.70292865  107.945       -87.165       121.37       -178.835     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
393,2021-02-16 02:00:00,"[  70.47463034 -175.845       123.92939428  191.71977926  139.40491691
  -91.47         64.46         72.51       -126.15         88.89985163
  -98.365        69.325       107.54        -76.71856413  155.725
  -42.54874206  107.95        -87.105       121.42997105 -178.78      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
394,2021-02-16 03:00:00,"[  70.45494961 -175.96        123.9589656   191.88969437  139.48996674
  -91.57         64.515        72.59       -126.13         88.87491524
  -98.435        69.355       107.495       -77.83975454  155.655
  -12.64948518  107.93        -87.065       121.45497104 -178.75      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
395,2021-02-16 04:00:00,"[  70.48494118 -175.87        123.96455667  191.52395476  139.49496674
  -91.615        64.555        72.64       -126.08         88.86968218
  -98.385        69.35        107.405       -77.93763076  155.665
   -2.88514315  107.95        -87.08        121.46498552 -178.76      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
396,2021-02-16 05:00:00,"[  70.4648152  -175.895       123.94485225  190.81348545  139.40495014
  -91.575        64.525        72.58       -126.18         88.91419444
  -98.365        69.315       107.42        -77.87173445  155.725
  -11.16161905  107.945       -87.08        121.39494211 -178.82      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
397,2021-02-16 06:00:00,"[  70.37995805 -176.005       123.875       190.89813343  139.33496678
  -91.5          64.4          72.44       -126.31         88.88556006
  -98.315        69.19        107.445       -77.83733222  155.925
   76.75369112  107.88        -87.1         121.36482639 -179.01      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
398,2021-02-16 07:00:00,"[  70.40489928 -175.915       123.84998524  189.81009806  139.29993358
  -91.58         64.475        72.52       -126.29         88.89275117
  -98.33         69.22        107.37        -77.86684848  155.9
   68.48620905  107.92        -87.14        121.39978292 -178.89      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
399,2021-02-16 08:00:00,"[  70.36424531 -175.845       123.78997049  188.45153498  139.12983414
  -91.58         64.46         72.45       -126.4          88.96927879
  -98.315        69.205       107.35        -77.59434876  155.955
  -11.61229154  107.935       -87.2         121.30989877 -178.855     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
400,2021-02-16 09:00:00,"[  70.30968988 -175.985       123.73455749  191.23655886  139.31998339
  -91.81         64.555        72.67       -126.325        88.81993647
  -98.46         69.225       107.23        -77.69038337  155.975
    4.22716087  107.955       -87.255       121.55498551 -178.75      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
401,2021-02-16 10:00:00,"[  70.28468999 -176.115       123.78955729  191.35631137  139.3
  -91.82         64.525        72.615      -126.44         88.86994703
  -98.49         69.21        107.28        -77.65548618  156.015
    4.23181871  107.98        -87.25        121.52       -178.855     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
402,2021-02-16 11:00:00,"[  70.27391093 -176.03        123.69495744  191.81901866  139.34
  -91.74         64.465        72.615      -126.325        88.79
  -98.5          69.235       107.385       -66.75494746  156.01
  -83.20054501  108.          -87.295       121.635      -178.71      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
403,2021-02-16 12:00:00,"[  70.27914544 -175.89998952  123.60228066  191.81694794  139.26
  -91.705        64.45         72.605      -126.32         88.785
  -98.485        69.215       107.375       -52.01091802  156.05
  -94.46484474  108.015       -87.365       121.655      -178.63      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
404,2021-02-16 13:00:00,"[  70.31569443 -175.85        123.61326115  191.78361191  139.12996683
  -91.515        64.35         72.435      -126.41         88.85
  -98.35         69.14        107.445       -63.22727102  156.17
  -86.75498534  107.965       -87.34        121.5        -178.785     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
405,2021-02-16 14:00:00,"[  69.46296601 -176.11483204  123.83727337  192.3792474   138.84980137
  -91.49         64.33         72.14       -126.83         89.185
  -98.35         69.165       107.495        73.21656843  156.14
 -137.29955173  107.995       -87.2         121.08       -179.055     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
406,2021-02-16 15:00:00,"[  69.6086266  -176.04979013  123.8061058   192.47900666  138.70975197
  -91.445        64.315        72.04       -126.92         89.28
  -98.36         69.185       107.55         74.62850947  156.11
 -139.90035445  108.005       -87.215       120.97       -178.95      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
407,2021-02-16 16:00:00,"[  70.29168159 -176.55        124.11399114  192.75253875  139.2699834
  -91.6          64.38         72.24       -126.77         89.13
  -98.55         69.28        107.62        -33.77995178  155.925
  -94.17156007  108.015       -87.02        121.18       -179.135     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
408,2021-02-16 17:00:00,"[  70.2439615  -176.5849579   124.11254105  192.89752627  139.08993368
  -91.505        64.325        72.095      -126.955        89.23
  -98.465        69.22        107.605        38.94563325  156.07
 -122.92386516  108.035       -87.035       121.07       -179.305     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
409,2021-02-16 18:00:00,"[  70.24777135 -176.57996843  124.14179802  193.03318357  139.13993365
  -91.46         64.295        72.06       -126.945        89.23
  -98.47         69.205       107.65         43.90768692  156.12
 -124.5942477   108.05        -87.03        121.09       -179.35      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
410,2021-02-16 19:00:00,"[  70.3175917  -176.43994742  124.05817318  192.89489119  139.14498341
  -91.495        64.34         72.125      -126.84         89.21
  -98.46         69.26        107.63         64.52769305  156.035
 -129.62457275  108.05        -87.05        121.115      -179.24      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
411,2021-02-16 20:00:00,"[  70.32453773 -176.36493693  124.00563525  192.77682048  139.10998342
  -91.48         64.35         72.155      -126.78         89.18
  -98.41         69.23        107.585        62.19660325  156.075
 -128.85583418  108.05        -87.09        121.155      -179.2       ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
412,2021-02-16 21:00:00,"[  70.29274112 -176.38495795  124.06680599  192.85824899  139.07993368
  -91.43         64.315        72.1        -126.83         89.21
  -98.405        69.225       107.625        43.93900852  156.075
 -124.5317093   108.05        -87.08        121.12       -179.22      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
413,2021-02-16 22:00:00,"[  70.1931412  -176.41995794  124.06551854  192.57619381  139.02978454
  -91.5          64.365        72.155      -126.88         89.27
  -98.405        69.23        107.53         42.01818874  156.055
 -126.877498    108.035       -87.075       121.06       -179.22      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
414,2021-02-16 23:00:00,"[  70.18316137 -176.46497896  124.09550266  192.90103945  139.03976795
  -91.44         64.295        72.03       -126.91         89.26
  -98.35         69.175       107.585        41.97754535  156.17
 -126.87487881  108.03        -87.045       121.03       -179.4       ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
415,2021-02-17 00:00:00,"[  70.17317316 -176.495       124.07050357  193.05594392  138.85480137
  -91.35         64.235        71.865      -127.09         89.365
  -98.33         69.115       107.615        41.90647754  156.285
 -126.89638911  108.02        -87.065       120.885      -179.52      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
416,2021-02-17 01:00:00,"[  70.15324702 -176.29        123.92049423  192.89106862  138.67978508
  -91.34         64.21         71.855      -127.12         89.36
  -98.38         69.16        107.7          41.92911954  156.19
 -126.92923624  108.03        -87.17        120.89       -179.19      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
417,2021-02-17 02:00:00,"[  70.03578523 -176.25496848  123.90627765  192.73193367  138.7498346
  -91.4          64.245        71.94       -127.03         89.31
  -98.405        69.19        107.69         53.15946775  156.095
 -122.57187713  107.995       -87.15        120.93       -179.115     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
418,2021-02-17 03:00:00,"[  70.30145076 -176.35        123.99340361  192.68338792  138.87496689
  -91.445        64.305        72.015      -126.96         89.29
  -98.465        69.235       107.675       -51.53876045  156.005
  -90.87911413  107.995       -87.095       120.95       -179.11      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
419,2021-02-17 04:00:00,"[  70.31988195 -176.265       124.03937896  192.32261921  138.85463584
  -91.38         64.3          71.985      -126.94         89.3349787
  -98.405        69.24        107.67        -30.02911351  155.965
 -111.37039804  107.99        -87.075       120.895      -179.135     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
420,2021-02-17 05:00:00,"[  70.30988978 -176.31        124.05937886  192.34749709  138.91963567
  -91.385        64.3          72.005      -126.91         89.31998935
  -98.395        69.23        107.685       -30.03912632  155.975
 -111.37910064  108.          -87.045       120.915      -179.19      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
421,2021-02-17 06:00:00,"[  70.35537039 -176.26        124.05467465  192.06343784  138.91970191
  -91.38         64.3          72.01       -126.905        89.30495742
  -98.37         69.23        107.675       -65.13231905  155.995
  -74.46210052  107.995       -87.06        120.92997117 -179.18      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
422,2021-02-17 07:00:00,"[  70.38141724 -176.235       124.02905373  192.5260146   138.8299007
  -91.35         64.29         71.955      -126.94         89.345
  -98.42         69.28        107.75        -58.66027393  155.855
  -69.5778401   107.98        -87.06        120.865      -179.03      ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
423,2021-02-17 08:00:00,"[  70.34473194 -176.39994743  124.20078163  193.22530419  138.79493382
  -91.3          64.275        71.81       -127.125        89.5
  -98.45         69.34        107.855        70.88342141  155.895
 -139.27587544  108.065       -86.99        120.745      -179.205     ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
