,0
Annual return,0.0009695294304836732
Cumulative returns,0.008030662499999064
Annual volatility,0.005195956230757542
Sharpe ratio,0.18918939808586704
Calmar ratio,0.05856279329017484
Stability,0.04304155806001773
Max drawdown,-0.016555382283077208
Omega ratio,1.0335095349212733
Sortino ratio,0.2699982350386128
Skew,
Kurtosis,
Tail ratio,0.9808898166513731
Daily value at risk,-0.0006507280804974382
