,cash,asset_value,total_assets,reward,date
0,4000000.0,0.0,4000000.0,0.0,2021-01-24 22:00:00
1,3146132.3499999996,853741.7,3999874.05,0.0,2021-01-24 23:00:00
2,2335358.9499999997,1664822.85,4000181.8,-1.574375000001904e-05,2021-01-25 00:00:00
3,1533911.1999999997,2465670.95,3999582.15,1.515000000000081e-05,2021-01-25 01:00:00
4,704980.0499999997,3294922.45,3999902.5,-2.6115625000017184e-05,2021-01-25 02:00:00
5,704980.0499999997,3295860.0,4000840.05,-0.004754897499999999,2021-01-25 03:00:00
6,704980.0499999997,3295879.65,4000859.6999999997,-0.003931162916666693,2021-01-25 04:00:00
7,704980.0499999997,3296272.8,4001252.8499999996,-0.003369006785714295,2021-01-25 05:00:00
8,704980.0499999997,3296791.65,4001771.6999999997,-0.002938052187500026,2021-01-25 06:00:00
9,704980.0499999997,3297176.8,4002156.8499999996,-0.002600071944444461,2021-01-25 07:00:00
10,704980.0499999997,3296869.75,4001849.8,-0.0023323617500000116,2021-01-25 08:00:00
11,704980.0499999997,3295996.3499999996,4000976.3999999994,-0.002125911590909095,2021-01-25 09:00:00
12,704980.0499999997,3294542.5,3999522.55,-0.001963308958333354,2021-01-25 10:00:00
13,704980.0499999997,3295729.55,4000709.5999999996,-0.0018346521153846257,2021-01-25 11:00:00
14,704980.0499999997,3295168.0,4000148.05,-0.0016866476785714385,2021-01-25 12:00:00
15,704980.0499999997,3295239.0,4000219.05,-0.001581691833333343,2021-01-25 13:00:00
16,9105.049999999697,3991624.4000000004,4000729.45,-0.0014819485937500043,2021-01-25 14:00:00
17,9105.049999999697,3990556.75,3999661.8,-0.011622226323529416,2021-01-25 15:00:00
18,9105.049999999697,3992182.3,4001287.3499999996,-0.010988409861111123,2021-01-25 16:00:00
19,9105.049999999697,3991792.9,4000897.9499999997,-0.010392961447368431,2021-01-25 17:00:00
20,9105.049999999697,3991968.35,4001073.4,-0.009877207375000007,2021-01-25 18:00:00
21,9105.049999999697,3992316.15,4001421.1999999997,-0.00940519321428572,2021-01-25 19:00:00
22,9105.049999999697,3991628.8,4000733.8499999996,-0.008974522613636375,2021-01-25 20:00:00
