,date,actions,transactions
15,2021-01-25 13:00:00,"[-29.29298282 -87.01699144  60.65989665  94.915      -68.4225
 -32.5319796   31.95499619  36.035       63.5535313  -44.3325
  -7.2644814  -32.1446269  -41.49327498 -38.62118551 -78.67
 -77.3175     -53.8775     -44.39283621  60.765      -88.55677287]",[0. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
16,2021-01-25 14:00:00,"[-34.01681415 -86.91605141  60.69123759  94.9125     -68.4125
 -37.10458491  31.96999619  36.045       63.58895027 -44.36
  38.80525616 -31.31453314 -48.65093902 -38.63663744 -78.5975
 -77.245      -53.8775     -44.38098154  60.7375     -88.51074845]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
17,2021-01-25 15:00:00,"[-22.64349472 -86.97260466  60.69876264  94.905      -68.29
 -31.06573836  31.97999619  35.98        63.59709725 -44.445
 -33.66146791 -32.86510764 -37.13127952 -38.55425773 -78.595
 -77.2        -53.8725     -44.34719622  60.605      -88.53235604]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
18,2021-01-25 16:00:00,"[-28.26866361 -87.07107956  60.7397683   95.095      -68.35
 -30.90383035  31.93499619  35.925       63.71879412 -44.4325
 -34.92672426 -31.93100053 -49.51721611 -38.52464096 -78.7125
 -77.2875     -53.8875     -44.34919995  60.64       -88.70579523]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
19,2021-01-25 17:00:00,"[  8.92868063 -87.10974039  60.70480461  95.0275     -68.33
 -39.51746949  31.93725634  35.95        63.68390644 -44.42
 -39.16585813  -8.19402248 -42.12361094 -38.50997016 -78.79
 -77.345      -53.915      -44.400513    60.685      -88.17898319]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
20,2021-01-25 18:00:00,"[  8.92934037 -87.0722405   60.69980463  95.0075     -68.3525
 -39.51737116  31.94475628  35.9725      63.64893861 -44.4025
 -39.16992068  -8.19740814 -42.13341452 -38.53497244 -78.7825
 -77.37       -53.925      -44.41051086  60.7225     -88.14414279]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
21,2021-01-25 19:00:00,"[ -5.81178158 -87.07470741  60.70352694  95.015      -68.37
 -23.1700106   31.95248476  35.98        62.92287264 -44.3975
 -26.2922504  -25.12661795 -36.34907662 -38.55676687 -78.7275
 -77.34       -53.9075     -42.68855381  60.7225     -86.71620468]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
22,2021-01-25 20:00:00,"[ 34.6183609  -87.11        60.67498553  95.055      -68.3175
 -44.13439356  31.90166416  35.9325      62.91259954 -44.405
 -48.871718    16.55754717  -7.97819198 -38.5125     -78.7975
 -77.3925     -53.9025     -44.39020439  60.695      -14.42375705]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
23,2021-01-25 21:00:00,"[ 30.03359822 -87.09497404  60.69231189  94.9725     -68.3525
 -41.79003775  31.94875835  35.98        63.10522444 -44.4
 -45.92562407   7.54284203 -24.91203151 -38.5599954  -78.73
 -77.3575     -53.9075     -44.36134472  60.705      -76.22716817]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
24,2021-01-25 22:00:00,"[ -9.2829259  -87.09730039  60.75716068  94.99       -68.3725
 -33.66442007  31.9574619   35.9875      63.41480443 -44.425
 -11.96944426 -15.44519629 -36.93952757 -38.55981383 -78.735
 -77.32       -53.925      -44.25064563  60.695      -87.71235557]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
25,2021-01-25 23:00:00,"[ -1.98384972 -87.0807456   60.73775536  94.9975     -68.375
 -34.38832646  31.95745047  35.985       63.33844441 -44.395
 -19.98647503 -14.05256534 -34.68604108 -38.57487584 -78.7125
 -77.345      -53.92       -44.24631445  60.715      -87.08574358]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
26,2021-01-26 00:00:00,"[ -7.20117311 -87.07721918  60.74149518  94.97       -68.3825
 -27.87812387  31.97247332  36.0025      63.15968585 -44.41
 -21.20742487 -22.02028013 -36.52241872 -38.57457004 -78.7
 -77.3225     -53.935      -43.76163712  60.7175     -87.14299824]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
27,2021-01-26 01:00:00,"[ 32.00913408 -87.095       60.71247105  95.05       -68.3325
 -43.36983729  31.9403638   35.945       63.60191947 -44.435
 -46.70422921   7.81499935 -30.33344746 -38.51499311 -78.7575
 -77.34       -53.925      -44.39152343  60.67       -81.7970522 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
28,2021-01-26 02:00:00,"[ 33.00476947 -87.095       60.7047829   95.03       -68.3775
 -45.0824571   31.91228869  35.9775      63.14765685 -44.39
 -28.97346556  33.37784475 -23.41052233 -38.5775     -78.7175
 -77.375      -53.915      -44.40278416  60.73        -3.98746926]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
29,2021-01-26 03:00:00,"[ 34.49666145 -87.115       60.73247104  94.9975     -68.36
 -44.32595613  31.95170182  35.9825      62.3094845  -44.415
 -48.39322835  20.68145303  -3.65511886 -38.5425     -78.7625
 -77.3675     -53.9275     -44.36555028  60.715       -1.09467059]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
30,2021-01-26 04:00:00,"[ 34.78055312 -87.1125      60.6899783   95.01       -68.3175
 -43.86421654  31.87052292  35.955       53.55908643 -44.415
 -48.99235424  29.99852083   6.68483203 -38.5075     -78.82
 -77.3925     -53.9225     -44.16352857  60.7025      80.68688492]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
31,2021-01-26 05:00:00,"[ 34.75809751 -87.1325      60.65747831  95.0325     -68.2475
 -43.86417555  31.84308059  35.9075      53.62608211 -44.44
 -48.97244197  29.96307595   6.68558343 -38.44       -78.89
 -77.435      -53.9075     -44.17835456  60.6525      80.7499717 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
32,2021-01-26 06:00:00,"[ 34.76060226 -87.14        60.67497107  95.06       -68.27
 -43.85692584  31.84556774  35.915       53.60390123 -44.4325
 -48.96745877  29.96996267   6.68645724 -38.4475     -78.885
 -77.4275     -53.905      -44.16835671  60.6575      80.7560753 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
33,2021-01-26 07:00:00,"[ 34.78271811 -87.115       60.62249277  95.0275     -68.1975
 -44.98031886  31.71670056  35.8825      54.29180658 -44.4475
 -49.04505439  28.45769329  22.67806206 -38.405      -78.94
 -77.4575     -53.905      -44.39138301  60.6425      81.59594525]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
34,2021-01-26 08:00:00,"[ 34.07110319 -86.9775      60.53494949  94.92       -68.0625
 -40.83280783  31.88750236  35.8475      60.86385784 -44.475
 -48.95525673  -2.51533528  -7.77334783 -38.355      -78.9275
 -77.3875     -53.8675     -44.38821555  60.555      -55.57176288]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
35,2021-01-26 09:00:00,"[ 34.72539482 -86.95        60.6024711   94.8        -68.195
 -41.99219193  31.95155698  35.9675      52.90883907 -44.425
 -49.03754206  -8.89478906  17.64779137 -38.4675     -78.8875
 -77.38       -53.935      -44.40884563  60.6925      -1.47167269]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
36,2021-01-26 10:00:00,"[ 19.72178413 -87.05677872  60.72002437  94.865      -68.29
 -30.493703    32.00721383  35.9925      62.38082821 -44.4625
 -26.95222846   4.21658922 -33.71521232 -38.47246331 -78.8025
 -77.3175     -53.9275     -43.18494974  60.645      -68.13165987]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
37,2021-01-26 11:00:00,"[-26.29504594 -86.98612483  60.72200306  94.7925     -68.27
 -18.09162302  32.025       36.0025      63.65300655 -44.4725
  -6.28847203 -28.8149249  -46.21881169 -38.49551744 -78.7575
 -77.32       -53.93       -44.17191443  60.6325     -88.56350187]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
38,2021-01-26 12:00:00,"[-31.67063294 -87.03787218  60.74272507  94.7525     -68.3725
 -39.85002164  32.06495031  36.08        63.6285296  -44.4325
  47.67311824  15.54532875 -48.53066231 -38.55974488 -78.7075
 -77.26       -53.93       -44.37484949  60.69       -88.47727029]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
39,2021-01-26 13:00:00,"[-34.90135487 -85.81555007  59.97347363  94.71       -68.48
 -30.12970931  32.10999617  36.15        63.58851249 -44.42
  49.13904981  18.09781742 -52.89743167 -38.5621131  -78.5525
 -77.235      -53.945      -44.32452958  60.735      -88.57777685]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
40,2021-01-26 14:00:00,"[-34.8647222  -86.98674419  60.42555044  94.68       -68.535
 -37.93031049  32.13497318  36.1925      63.53971254 -44.3925
  49.15183636  30.30893949 -52.68641959 -38.67019932 -78.56
 -77.25       -53.97       -44.32573269  60.7925     -88.5390592 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
41,2021-01-26 15:00:00,"[-34.84975755 -87.08165408  60.46782138  94.7825     -68.615
 -37.93311499  32.12497319  36.205       63.53972012 -44.375
  49.18432766  30.31846816 -52.72592297 -38.70769201 -78.5125
 -77.2375     -53.9475     -44.27825857  60.7875     -88.57654398]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
42,2021-01-26 16:00:00,"[-34.85474577 -87.18406927  60.53745545  94.8925     -68.71
 -37.92719102  32.12497319  36.205       63.51471462 -44.3625
  49.19682431  30.32538143 -52.74077024 -38.71769576 -78.545
 -77.29       -53.9825     -44.25327066  60.84       -88.64900434]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
43,2021-01-26 17:00:00,"[-34.91505895 -86.91518751  60.34016865  94.935      -68.6375
 -36.76325016  32.10498086  36.15        63.54293956 -44.405
  49.16737404  32.7889357  -53.20542256 -38.64111821 -78.5025
 -77.1825     -53.94       -44.19538613  60.73       -88.66697596]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
44,2021-01-26 18:00:00,"[-34.87218266 -87.07178747  60.48053039  94.9075     -68.6625
 -37.87168944  32.09747322  36.1725      63.48722448 -44.3575
  49.14933117  30.31496098 -52.77269379 -38.71019814 -78.4875
 -77.19       -53.93       -44.25328649  60.79       -88.60401838]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
45,2021-01-26 19:00:00,"[-34.86468681 -87.04932901  60.46565854  94.84       -68.6625
 -37.90057383  32.10747321  36.2025      63.47221816 -44.345
  49.16432715  30.31275072 -52.74308218 -38.72019958 -78.51
 -77.2125     -53.9375     -44.27076932  60.82       -88.59401328]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
46,2021-01-26 20:00:00,"[-34.8497076  -87.04435671  60.44336164  94.83       -68.6575
 -37.89864645  32.09996939  36.195       63.47221816 -44.3275
  49.16433302  30.30393833 -52.75537198 -38.7252003  -78.52
 -77.22       -53.93       -44.27326838  60.8225     -88.5815254 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
47,2021-01-26 21:00:00,"[-34.86660679 -86.99266181  60.77608424  94.85       -68.7
 -40.14661006  32.08999235  36.2125      63.46091885 -44.3125
  49.13741338  17.93276818 -52.7159068  -38.73055249 -78.5025
 -77.215      -53.9175     -44.27787801  60.8375     -88.64854221]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
48,2021-01-26 22:00:00,"[-34.92029242 -86.67691703  59.98844183  94.87       -68.6775
 -39.9875295   32.10249235  36.185       63.4733353  -44.34
  49.16333853  27.09843772 -52.88525392 -38.6803949  -78.48
 -77.1875     -53.92       -44.26192626  60.795      -88.65285501]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
49,2021-01-26 23:00:00,"[-34.68897777 -87.15638197  60.3163509   94.89       -68.6775
 -42.51869024  32.09730868  36.185       63.44243549 -44.355
  49.14977312  33.75193356 -52.17002919 -38.73060461 -78.4925
 -77.1875     -53.935      -44.24836532  60.805      -87.95411296]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
50,2021-01-27 00:00:00,"[-34.68651846 -87.19388651  60.3362851   94.925      -68.705
 -42.53279275  32.08981638  36.185       63.45243351 -44.345
  49.18976887  33.77406568 -52.20920722 -38.76309378 -78.445
 -77.195      -53.9375     -44.23587934  60.8225     -87.91708902]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
51,2021-01-27 01:00:00,"[-34.67412818 -87.22638144  60.3314795   94.925      -68.7075
 -42.5469666   32.09231254  36.195       63.47242198 -44.34
  49.21976568  33.77405748 -52.21421224 -38.76810046 -78.4325
 -77.215      -53.9325     -44.22839355  60.81       -87.90984899]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
52,2021-01-27 02:00:00,"[-34.88322845 -87.03189594  60.18540309  94.97       -68.665
 -42.18331061  32.05248472  36.15        63.52940928 -44.345
  49.19885631  32.53485163 -53.18628792 -38.68157822 -78.5175
 -77.26       -53.9125     -44.27305242  60.8        -88.66880018]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
53,2021-01-27 03:00:00,"[-34.85885085 -87.31427378  60.70878477  94.9875     -68.67
 -44.53284001  32.04992741  36.14        63.58743178 -44.335
  49.18380388  34.05177172 -53.35707215 -38.67081215 -78.6
 -77.32       -53.9075     -44.2699525   60.8        -88.76825923]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
54,2021-01-27 04:00:00,"[-34.8596691  -87.30406214  60.84556697  94.9425     -68.65
 -45.04541516  32.06242738  36.1575      63.57996968 -44.345
  49.18895216  33.83539121 -53.36193642 -38.68911903 -78.555
 -77.3125     -53.9075     -44.27749472  60.785      -88.71958753]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
55,2021-01-27 05:00:00,"[-33.89653242 -87.34238026  60.87522125  94.9975     -68.6525
 -45.25943192  32.04697661  36.1375      63.60674174 -44.345
  47.89198305  32.8723006  -52.17706628 -38.67743545 -78.575
 -77.3325     -53.9125     -44.26997889  60.7825     -88.73692863]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
56,2021-01-27 06:00:00,"[-34.80202265 -87.35697931  60.89820423  95.015      -68.7125
 -45.56166015  32.04470968  36.16        63.56995453 -44.32
  49.19650911  33.61642753 -53.18232664 -38.72216764 -78.5275
 -77.3125     -53.905      -44.25        60.815      -88.73167494]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
57,2021-01-27 07:00:00,"[-28.57557009 -87.355       60.9138454   95.0625     -68.715
 -45.52707715  32.03849689  36.1425      63.55999951 -44.33
  46.07331491  33.91091474 -50.91492375 -38.69999077 -78.58
 -77.2975     -53.91       -44.25496307  60.8075     -88.57215728]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
58,2021-01-27 08:00:00,"[ 11.47765387 -87.4375      60.96979649  95.1475     -68.765
 -45.7339384   32.00973789  36.1375      63.5652007  -44.3275
  27.27884869  34.09638946 -45.23755466 -38.7025     -78.5225
 -77.28       -53.8825     -44.19496312  60.775      -85.79118623]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
59,2021-01-27 09:00:00,"[ 15.16702244 -87.4325      60.94244915  95.13       -68.68
 -45.69457824  32.02692489  36.0925      63.64821609 -44.3675
 -10.49287254  31.95442203 -41.246923   -38.6275     -78.6225
 -77.325      -53.8975     -44.21998682  60.7375     -88.52575262]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
60,2021-01-27 10:00:00,"[ 25.79492269 -87.4025      61.01749273  95.0825     -68.67
 -45.52466904  32.07663127  36.1175      63.63343381 -44.42
 -42.19868845  29.44765894 -46.98886594 -38.625      -78.4525
 -77.1425     -53.8475     -44.12746581  60.61       -88.52785401]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
61,2021-01-27 11:00:00,"[  6.58890929 -87.38748437  60.98998546  94.9675     -68.7075
 -45.57055353  32.10856074  36.17        63.5941964  -44.3775
 -38.59814947  14.36458243 -48.11038082 -38.645      -78.4775
 -77.1475     -53.8325     -44.1425      60.655      -88.8696836 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
62,2021-01-27 12:00:00,"[ 31.94834328 -87.35        60.905       95.0625     -68.555
 -45.68390909  32.01906551  36.06        63.69369104 -44.425
 -43.43510593  30.57834721 -39.23651517 -38.5425     -78.585
 -77.1825     -53.8275     -44.1799842   60.5825     -87.72815385]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
63,2021-01-27 13:00:00,"[ 34.28747632 -87.3775      60.89749274  95.1725     -68.515
 -45.28425758  31.96788937  35.995       63.49119828 -44.45
 -48.13069277  29.122506   -18.96781001 -38.475      -78.68
 -77.205      -53.8125     -44.17657839  60.54       -59.22460534]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
64,2021-01-27 14:00:00,"[ 34.60057879 -87.4275      60.85748549  95.3175     -68.4825
 -44.52458202  31.89993158  35.925       62.34023285 -44.4325
 -48.89753917  23.60168451  -3.53876578 -38.44       -78.77
 -77.295      -53.815      -44.19885862  60.555        0.36129676]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
65,2021-01-27 15:00:00,"[ 34.57942394 -87.505       60.92748547  95.485      -68.3875
 -44.6203315   31.88904774  35.815       62.78568725 -44.5475
 -48.79024219  24.59961418  -5.85296834 -38.315      -78.72
 -77.1775     -53.7575     -44.10540906  60.34        -9.8941892 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
66,2021-01-27 16:00:00,"[ 27.9807483  -87.535       60.94498547  95.39       -68.5175
 -45.65969025  31.91980534  35.9175      63.85046128 -44.475
 -14.56733798  33.00065048 -39.82138134 -38.4375     -78.6475
 -77.2325     -53.775      -44.11748685  60.4525     -87.40827799]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
67,2021-01-27 17:00:00,"[ 34.55595449 -87.485       60.84748549  95.355      -68.4375
 -44.54630736  31.88993787  35.885       62.42685913 -44.4525
 -48.91508592  23.58865167  -3.53155317 -38.395      -78.7825
 -77.3425     -53.7875     -44.18634545  60.5025       0.40129715]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
